# Threatbase Threat Intelligence Feed - Brute-Force IPs
# Last update: Sat, 27 Jun 2026 10:16:42 +0000
# Count: 24461
# Format: IP,FeedCount,RiskScore,Tags
45.188.61.85,6,HIGH,Brute-Force|Malicious|Spam
45.190.206.145,6,HIGH,Brute-Force|Malicious|Spam
45.190.207.100,4,HIGH,Brute-Force|Spam
45.190.234.168,6,HIGH,Botnet|Brute-Force|Malicious
45.191.91.81,6,HIGH,Brute-Force|Malicious|Spam
45.194.37.33,5,HIGH,Brute-Force|Exploit
45.194.67.26,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.194.67.27,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.194.67.28,7,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.194.67.29,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.195.83.7,11,HIGH,Brute-Force|Compromised|Malicious
45.195.221.26,7,HIGH,Brute-Force|Malicious
45.197.12.65,7,HIGH,Brute-Force|Malicious
45.198.224.5,9,HIGH,Brute-Force|Compromised|Malicious
45.198.224.46,5,HIGH,Brute-Force|Malicious
45.198.224.92,10,HIGH,Brute-Force|Compromised|Malicious
45.198.224.120,6,HIGH,Brute-Force|Malicious
45.198.224.233,4,HIGH,Brute-Force
45.205.1.42,5,HIGH,Brute-Force|Malicious
45.205.1.76,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.205.1.240,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.205.1.241,5,HIGH,Botnet|Brute-Force|Malicious
45.205.1.242,5,HIGH,Botnet|Brute-Force|Malicious
45.205.1.243,6,HIGH,Botnet|Brute-Force|Malicious
45.205.1.245,7,HIGH,Botnet|Brute-Force|Compromised|Malicious
45.205.1.246,5,HIGH,Botnet|Brute-Force|Malicious
45.205.1.247,5,HIGH,Botnet|Brute-Force|Malicious
45.207.217.200,5,HIGH,Brute-Force|Malicious
45.215.237.39,4,HIGH,Brute-Force|Exploit
45.221.212.190,5,HIGH,Brute-Force|Spam
45.225.12.87,6,HIGH,Brute-Force|Malicious
45.225.135.11,6,HIGH,Brute-Force|Spam
45.225.214.113,5,HIGH,Botnet|Brute-Force|Malicious
45.225.227.51,6,HIGH,Botnet|Brute-Force|Malicious
45.227.34.21,4,HIGH,Brute-Force|Spam
45.227.50.196,2,MEDIUM,Botnet|Brute-Force
45.227.253.162,5,HIGH,Brute-Force|Exploit
45.227.254.37,6,HIGH,Brute-Force|Exploit|Malicious
45.227.254.156,10,HIGH,Brute-Force|Compromised|Malicious
45.227.254.170,10,HIGH,Brute-Force|Malicious
45.228.190.124,7,HIGH,Brute-Force|Malicious|Spam
45.229.91.34,6,HIGH,Brute-Force|Malicious
45.230.80.45,4,HIGH,Brute-Force|Spam
45.231.74.208,4,HIGH,Brute-Force|Malicious
45.232.73.84,8,HIGH,Brute-Force|Malicious
45.232.95.220,4,HIGH,Botnet|Brute-Force
45.233.35.148,2,MEDIUM,Brute-Force|Spam
45.233.174.203,6,HIGH,Botnet|Brute-Force|Malicious
45.235.11.94,5,HIGH,Brute-Force|Spam
45.236.85.114,4,HIGH,Brute-Force|Spam
45.237.227.148,3,HIGH,Brute-Force
45.238.2.34,5,HIGH,Brute-Force|Spam
45.238.2.60,4,HIGH,Brute-Force|Spam
45.238.2.188,7,HIGH,Brute-Force|Malicious|Spam
45.238.105.144,6,HIGH,Brute-Force|Malicious|Spam
45.238.106.136,6,HIGH,Brute-Force|Malicious|Spam
45.238.106.138,6,HIGH,Brute-Force|Malicious|Spam
45.238.106.145,6,HIGH,Brute-Force|Malicious|Spam
45.238.106.156,6,HIGH,Brute-Force|Malicious|Spam
45.238.106.172,3,HIGH,Brute-Force|Spam
45.239.77.14,5,HIGH,Brute-Force|Malicious|Spam
45.239.84.6,6,HIGH,Brute-Force|Malicious|Spam
45.239.238.218,5,HIGH,Brute-Force|Exploit|Malicious
45.246.74.10,1,HIGH,Brute-Force
45.249.76.75,6,HIGH,Brute-Force|Exploit|Malicious
45.249.83.9,3,HIGH,Brute-Force
45.249.247.86,6,HIGH,Brute-Force|Malicious
45.249.247.165,7,HIGH,Brute-Force|Malicious
46.2.151.68,6,HIGH,Botnet|Brute-Force|Malicious
46.8.68.144,6,HIGH,Brute-Force|Malicious
46.8.227.45,7,HIGH,Brute-Force|Malicious
46.8.234.48,4,HIGH,Brute-Force
46.8.245.94,11,HIGH,Brute-Force|Compromised|Malicious
46.10.56.170,6,HIGH,Brute-Force|Malicious|Spam
46.16.223.190,7,HIGH,Brute-Force|Compromised|Malicious
46.19.67.181,5,HIGH,Brute-Force
46.20.58.1,4,HIGH,Brute-Force|Spam
46.20.58.98,6,HIGH,Brute-Force|Malicious|Spam
46.24.47.94,8,HIGH,Brute-Force|Malicious
46.29.165.183,6,HIGH,Brute-Force|Malicious
46.29.234.126,6,HIGH,Brute-Force|Malicious
46.29.234.127,6,HIGH,Brute-Force|Malicious
46.32.215.212,2,MEDIUM,Brute-Force
46.35.117.94,3,HIGH,Brute-Force|Spam
46.35.117.110,5,HIGH,Brute-Force|Malicious|Spam
46.37.52.145,7,HIGH,Brute-Force|Malicious|Spam
46.39.254.221,6,HIGH,Brute-Force|Malicious
46.40.244.220,4,HIGH,Brute-Force
46.42.2.115,6,HIGH,Brute-Force|Malicious
46.42.19.159,6,HIGH,Brute-Force|Malicious|Spam
46.42.119.207,6,HIGH,Brute-Force|Malicious|Spam
46.43.81.109,4,HIGH,Brute-Force
46.45.111.123,7,HIGH,Brute-Force|Malicious|Spam
46.49.53.119,4,HIGH,Brute-Force
46.59.68.211,5,HIGH,Brute-Force
46.62.145.7,4,HIGH,Brute-Force
46.62.169.144,4,HIGH,Brute-Force
46.62.204.176,5,HIGH,Brute-Force|Malicious
46.62.224.79,5,HIGH,Brute-Force|Malicious
46.62.226.15,5,HIGH,Brute-Force|Malicious
46.62.248.133,5,HIGH,Brute-Force|Exploit|Malicious
46.90.14.218,6,HIGH,Brute-Force|Malicious|Spam
46.99.188.194,5,HIGH,Brute-Force|Malicious
46.101.9.242,4,HIGH,Brute-Force|Spam
46.101.77.4,6,HIGH,Brute-Force|Malicious
46.101.107.202,6,HIGH,Brute-Force|Malicious
46.101.112.134,6,HIGH,Brute-Force|Malicious
46.101.119.133,5,HIGH,Brute-Force|Spam
46.101.131.219,5,HIGH,Brute-Force
46.101.162.126,4,HIGH,Brute-Force
46.101.166.219,6,HIGH,Brute-Force|Malicious
46.101.180.162,6,HIGH,Brute-Force|Malicious
46.101.201.146,6,HIGH,Brute-Force
46.101.215.74,4,HIGH,Brute-Force
46.101.216.224,7,HIGH,Brute-Force|Malicious
46.101.233.6,5,HIGH,Brute-Force|Spam
46.105.28.235,4,HIGH,Brute-Force
46.105.39.49,5,HIGH,Botnet|Brute-Force
46.105.42.96,5,HIGH,Botnet|Brute-Force
46.105.48.30,5,HIGH,Botnet|Brute-Force|Malicious
46.105.154.80,5,HIGH,Brute-Force|Spam
46.114.165.109,6,HIGH,Brute-Force|Malicious|Spam
46.118.112.135,6,HIGH,Brute-Force|Exploit|Spam
46.121.168.112,6,HIGH,Brute-Force|Malicious|Spam
46.128.8.151,6,HIGH,Brute-Force|Malicious|Spam
46.129.5.250,5,HIGH,Brute-Force|Spam
46.130.54.153,7,HIGH,Brute-Force|Malicious|Spam
46.130.115.203,6,HIGH,Brute-Force|Malicious|Spam
46.135.109.64,7,HIGH,Brute-Force|Malicious
46.147.195.11,6,HIGH,Brute-Force|Malicious
46.149.83.62,5,HIGH,Brute-Force|Malicious|Spam
46.151.182.30,5,HIGH,Brute-Force|Spam
46.151.182.58,6,HIGH,Brute-Force|Malicious
46.151.182.69,6,HIGH,Brute-Force|Malicious|Spam
46.152.238.217,2,HIGH,Brute-Force
46.162.203.179,6,HIGH,Brute-Force|Exploit
46.163.144.31,7,HIGH,Brute-Force|Malicious
46.175.147.11,5,HIGH,Brute-Force|Spam
46.182.7.168,6,HIGH,Brute-Force|Exploit|Malicious
46.197.136.2,6,HIGH,Brute-Force|Malicious
46.201.247.21,7,HIGH,Brute-Force|Malicious|Spam
46.202.67.129,5,HIGH,Botnet|Brute-Force|Malicious
46.210.15.65,5,HIGH,Brute-Force
46.210.95.5,7,HIGH,Brute-Force|Malicious|Spam
46.210.95.88,4,HIGH,Brute-Force|Malicious|Spam
46.211.108.55,6,HIGH,Brute-Force|Exploit|Malicious
46.216.198.132,6,HIGH,Brute-Force|Malicious|Spam
46.224.26.47,5,HIGH,Brute-Force|Spam
46.224.126.240,7,HIGH,Brute-Force|Malicious
46.224.207.253,7,HIGH,Brute-Force|Malicious
46.224.235.251,6,HIGH,Brute-Force|Malicious
46.226.34.8,5,HIGH,Brute-Force|Malicious|Spam
46.227.39.157,5,HIGH,Brute-Force|Malicious|Spam
46.235.42.53,6,HIGH,Brute-Force|Malicious
46.246.47.58,5,HIGH,Brute-Force|Malicious
46.249.98.62,7,HIGH,Brute-Force|Malicious
46.249.101.161,5,HIGH,Brute-Force
46.250.237.172,5,HIGH,Brute-Force
46.251.153.138,7,HIGH,Brute-Force|Exploit|Malicious
46.252.195.50,7,HIGH,Brute-Force|Compromised|Malicious
46.253.45.10,7,HIGH,Brute-Force|Malicious
47.6.164.93,5,HIGH,Brute-Force|Malicious|Spam
47.18.58.13,2,HIGH,Brute-Force
47.29.1.42,6,HIGH,Brute-Force|Malicious
47.29.5.98,6,HIGH,Brute-Force|Exploit|Malicious
47.60.48.36,2,MEDIUM,Brute-Force|Spam
47.64.113.110,6,HIGH,Brute-Force|Malicious|Spam
47.65.176.184,4,HIGH,Brute-Force|Spam
47.74.213.140,6,HIGH,Brute-Force|Malicious
47.75.99.54,6,HIGH,Brute-Force|Malicious|Spam
47.76.59.17,4,HIGH,Brute-Force
47.76.87.64,5,HIGH,Brute-Force
47.76.128.198,4,HIGH,Brute-Force
47.76.130.255,5,HIGH,Brute-Force
47.76.135.29,4,HIGH,Brute-Force
47.76.192.176,5,HIGH,Brute-Force|Spam
47.76.197.46,5,HIGH,Brute-Force|Spam
47.77.176.155,5,HIGH,Brute-Force
47.77.180.67,7,HIGH,Brute-Force|Compromised|Malicious
47.77.182.54,11,HIGH,Brute-Force|Compromised|Malicious
47.77.211.48,3,HIGH,Brute-Force
47.77.234.185,3,HIGH,Brute-Force
47.77.236.169,6,HIGH,Brute-Force|Malicious
47.79.145.147,3,HIGH,Brute-Force
47.80.13.62,4,HIGH,Brute-Force
47.80.17.67,3,HIGH,Brute-Force
47.80.27.199,6,HIGH,Brute-Force|Compromised
47.80.29.108,7,HIGH,Brute-Force|Compromised
47.80.66.144,6,HIGH,Brute-Force
47.80.241.233,7,HIGH,Brute-Force|Compromised|Malicious
47.81.25.94,4,HIGH,Brute-Force
47.82.54.56,2,MEDIUM,Botnet|Brute-Force
47.82.64.40,4,HIGH,Brute-Force|Compromised
47.82.64.96,4,HIGH,Brute-Force
47.82.72.15,7,HIGH,Brute-Force|Compromised|Malicious
47.82.83.190,6,HIGH,Brute-Force|Malicious
47.82.112.192,5,HIGH,Brute-Force|Spam
47.82.224.1,5,HIGH,Brute-Force
47.83.131.134,7,HIGH,Brute-Force|Compromised|Malicious
47.83.169.248,4,HIGH,Brute-Force
47.83.179.47,5,HIGH,Brute-Force|Spam
47.83.229.40,7,HIGH,Brute-Force|Malicious
47.83.248.61,7,HIGH,Brute-Force|Compromised|Malicious
47.84.17.126,5,HIGH,Brute-Force
47.84.24.42,7,HIGH,Brute-Force|Compromised|Malicious
47.84.30.250,5,HIGH,Brute-Force
47.84.113.216,6,HIGH,Brute-Force|Malicious
47.84.115.184,6,HIGH,Brute-Force
47.84.139.62,11,HIGH,Brute-Force|Compromised|Malicious
47.84.190.146,6,HIGH,Brute-Force|Compromised
47.84.200.194,8,HIGH,Brute-Force|Compromised|Malicious
47.84.203.230,6,HIGH,Brute-Force|Malicious|Spam
47.84.205.178,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
47.84.237.221,4,HIGH,Brute-Force|Spam
47.85.8.171,7,HIGH,Brute-Force|Malicious
47.85.43.178,4,HIGH,Brute-Force
47.85.47.96,5,HIGH,Brute-Force
47.85.49.56,5,HIGH,Brute-Force
47.85.102.89,3,HIGH,Brute-Force
47.86.23.192,2,HIGH,Brute-Force
47.86.169.92,5,HIGH,Brute-Force|Spam
47.86.225.64,5,HIGH,Brute-Force
47.87.82.202,4,HIGH,Brute-Force|Malicious
47.88.48.113,7,HIGH,Brute-Force|Compromised|Malicious
47.88.56.1,6,HIGH,Brute-Force|Malicious|Spam
47.88.56.201,5,HIGH,Brute-Force|Spam
47.88.93.232,4,HIGH,Brute-Force
47.88.105.246,5,HIGH,Brute-Force
47.89.187.129,4,HIGH,Brute-Force
47.89.246.144,6,HIGH,Brute-Force|Malicious|Spam
47.90.219.128,4,HIGH,Brute-Force
47.90.223.112,3,HIGH,Brute-Force
47.90.247.77,7,HIGH,Brute-Force|Compromised|Malicious
47.92.29.12,7,HIGH,Brute-Force|Malicious
47.93.58.140,5,HIGH,Brute-Force|Malicious
47.93.150.183,7,HIGH,Brute-Force|Compromised|Malicious
47.93.192.43,3,HIGH,Brute-Force|Malicious
47.93.233.71,4,HIGH,Brute-Force|Malicious
47.94.90.41,6,HIGH,Brute-Force|Malicious
47.94.171.254,6,HIGH,Brute-Force|Malicious|Spam
47.94.219.254,3,HIGH,Brute-Force
47.95.204.109,6,HIGH,Brute-Force|Exploit|Malicious
47.95.209.61,6,HIGH,Brute-Force|Malicious|Spam
47.95.251.174,7,HIGH,Brute-Force|Malicious
47.95.255.24,4,HIGH,Brute-Force
47.96.19.40,11,HIGH,Brute-Force|Compromised|Malicious
47.96.137.94,7,HIGH,Brute-Force|Compromised|Malicious
47.96.138.16,6,HIGH,Brute-Force|Malicious|Spam
47.97.110.206,7,HIGH,Brute-Force|Compromised|Malicious
47.97.112.136,5,HIGH,Brute-Force|Spam
47.97.177.149,7,HIGH,Brute-Force|Compromised|Malicious
47.98.253.123,7,HIGH,Brute-Force|Compromised|Malicious
47.99.54.94,2,MEDIUM,Brute-Force
47.99.240.101,7,HIGH,Brute-Force|Compromised|Malicious
47.100.39.88,5,HIGH,Brute-Force|Spam
47.100.78.211,7,HIGH,Brute-Force|Compromised|Malicious
47.101.214.45,3,HIGH,Brute-Force
47.102.107.147,5,HIGH,Brute-Force
47.102.139.156,5,HIGH,Brute-Force|Spam
47.103.157.194,10,HIGH,Brute-Force|Compromised|Malicious
47.104.163.51,8,HIGH,Brute-Force|Compromised|Malicious
47.104.233.182,4,HIGH,Brute-Force
47.104.241.152,7,HIGH,Brute-Force|Compromised|Malicious
47.106.154.189,5,HIGH,Brute-Force|Exploit|Malicious
47.106.223.170,5,HIGH,Brute-Force|Spam
47.107.112.39,6,HIGH,Brute-Force|Malicious
47.107.117.106,5,HIGH,Brute-Force|Spam
47.107.181.248,4,HIGH,Brute-Force
47.108.199.94,6,HIGH,Brute-Force|Malicious|Spam
47.108.206.72,5,HIGH,Brute-Force|Spam
47.109.27.66,5,HIGH,Brute-Force|Spam
47.109.43.104,6,HIGH,Brute-Force|Malicious|Spam
47.111.169.173,6,HIGH,Brute-Force|Malicious
47.111.234.74,5,HIGH,Brute-Force
47.112.7.237,7,HIGH,Brute-Force|Compromised|Malicious
47.113.217.218,7,HIGH,Brute-Force|Malicious
47.114.107.233,10,HIGH,Brute-Force|Compromised|Malicious
47.115.42.103,6,HIGH,Brute-Force|Malicious|Spam
47.115.52.72,8,HIGH,Brute-Force|Compromised|Malicious
47.115.201.87,3,HIGH,Brute-Force
47.115.221.201,8,HIGH,Brute-Force|Compromised|Malicious
47.115.231.18,7,HIGH,Brute-Force|Malicious
47.116.223.153,5,HIGH,Brute-Force|Spam
47.117.105.7,6,HIGH,Brute-Force|Malicious|Spam
47.120.4.180,7,HIGH,Brute-Force|Malicious
47.120.52.29,5,HIGH,Brute-Force|Spam
47.120.57.162,7,HIGH,Brute-Force|Compromised|Malicious
47.120.60.113,7,HIGH,Brute-Force|Compromised|Malicious
47.121.28.46,4,HIGH,Brute-Force
47.121.185.1,7,HIGH,Brute-Force|Compromised|Malicious
47.121.196.83,3,HIGH,Brute-Force
47.128.16.164,4,HIGH,Botnet|Brute-Force
47.128.96.167,4,HIGH,Botnet|Brute-Force
47.128.110.90,4,HIGH,Botnet|Brute-Force
47.128.110.98,2,MEDIUM,Botnet|Brute-Force
47.128.111.110,5,HIGH,Botnet|Brute-Force
47.128.111.112,5,HIGH,Botnet|Brute-Force
47.128.111.134,5,HIGH,Botnet|Brute-Force
47.128.112.31,5,HIGH,Botnet|Brute-Force
47.128.112.53,5,HIGH,Botnet|Brute-Force
47.128.112.200,4,HIGH,Botnet|Brute-Force
47.128.112.220,4,HIGH,Botnet|Brute-Force
47.128.112.224,2,MEDIUM,Botnet|Brute-Force
47.128.112.232,5,HIGH,Botnet|Brute-Force
47.128.112.244,5,HIGH,Botnet|Brute-Force
47.128.112.251,5,HIGH,Botnet|Brute-Force
47.128.112.254,4,HIGH,Botnet|Brute-Force
47.128.115.47,4,HIGH,Botnet|Brute-Force
47.128.119.143,5,HIGH,Botnet|Brute-Force
47.128.119.149,5,HIGH,Botnet|Brute-Force
47.128.119.166,2,MEDIUM,Botnet|Brute-Force
47.128.119.174,5,HIGH,Botnet|Brute-Force
47.128.119.192,5,HIGH,Botnet|Brute-Force
47.128.119.194,2,MEDIUM,Botnet|Brute-Force
47.128.120.169,4,HIGH,Botnet|Brute-Force
47.128.121.14,5,HIGH,Botnet|Brute-Force
47.128.121.64,5,HIGH,Botnet|Brute-Force
47.128.121.80,5,HIGH,Botnet|Brute-Force
47.128.121.85,5,HIGH,Botnet|Brute-Force
47.128.121.173,5,HIGH,Botnet|Brute-Force
47.128.122.112,4,HIGH,Botnet|Brute-Force
47.143.208.202,7,HIGH,Brute-Force|Malicious|Spam
47.145.62.32,6,HIGH,Brute-Force|Malicious|Spam
47.180.114.229,4,HIGH,Brute-Force|Malicious
47.200.111.206,5,HIGH,Brute-Force|Malicious|Spam
47.206.63.169,6,HIGH,Brute-Force|Malicious|Spam
47.207.40.115,6,HIGH,Botnet|Brute-Force|Malicious
47.215.0.179,7,HIGH,Brute-Force|Malicious|Spam
47.220.202.144,2,MEDIUM,Brute-Force
47.223.212.176,6,HIGH,Brute-Force|Malicious|Spam
47.230.110.129,4,HIGH,Brute-Force
47.234.138.49,7,HIGH,Brute-Force|Malicious|Spam
47.236.20.30,5,HIGH,Brute-Force
47.236.36.202,3,HIGH,Brute-Force
47.236.116.81,4,HIGH,Brute-Force
47.236.116.235,7,HIGH,Brute-Force|Compromised|Malicious
47.236.121.106,5,HIGH,Brute-Force
47.236.121.178,7,HIGH,Brute-Force|Compromised|Malicious
47.236.129.198,5,HIGH,Brute-Force|Malicious|Spam
47.236.142.32,4,HIGH,Brute-Force
47.236.169.183,5,HIGH,Brute-Force|Spam
47.236.182.71,6,HIGH,Brute-Force|Malicious
47.236.189.95,5,HIGH,Brute-Force
47.236.237.171,5,HIGH,Brute-Force|Compromised
47.236.240.99,3,HIGH,Brute-Force|Exploit
47.236.240.185,4,HIGH,Brute-Force
47.236.243.254,5,HIGH,Brute-Force|Spam
47.237.77.250,3,HIGH,Brute-Force
47.237.105.6,5,HIGH,Brute-Force
47.237.109.57,4,HIGH,Brute-Force
47.237.126.15,3,HIGH,Brute-Force
47.237.150.54,3,HIGH,Brute-Force
47.237.180.168,7,HIGH,Brute-Force|Compromised|Malicious
47.237.184.156,4,HIGH,Brute-Force
47.237.189.202,7,HIGH,Brute-Force|Compromised|Malicious
47.238.69.212,5,HIGH,Brute-Force|Malicious
47.238.76.0,5,HIGH,Brute-Force|Spam
47.238.76.165,7,HIGH,Brute-Force|Compromised|Malicious
47.238.103.64,5,HIGH,Brute-Force|Spam
47.238.112.148,5,HIGH,Brute-Force|Spam
47.238.122.102,4,HIGH,Brute-Force
47.238.134.62,5,HIGH,Brute-Force
47.238.238.18,6,HIGH,Brute-Force|Malicious
47.239.4.20,3,HIGH,Brute-Force
47.239.23.179,4,HIGH,Brute-Force
47.239.94.193,5,HIGH,Brute-Force
47.239.138.200,5,HIGH,Brute-Force|Exploit
47.239.144.86,7,HIGH,Brute-Force|Compromised|Malicious
47.239.170.101,5,HIGH,Brute-Force
47.239.189.201,5,HIGH,Brute-Force|Malicious
47.242.3.178,6,HIGH,Brute-Force|Malicious
47.242.11.232,6,HIGH,Brute-Force|Malicious
47.242.37.198,4,HIGH,Brute-Force
47.242.77.133,3,HIGH,Brute-Force
47.242.120.223,5,HIGH,Brute-Force
47.242.174.20,4,HIGH,Brute-Force
47.242.216.170,5,HIGH,Brute-Force|Malicious
47.243.58.151,4,HIGH,Brute-Force
47.243.139.216,5,HIGH,Brute-Force
47.243.241.91,5,HIGH,Brute-Force
47.243.241.212,7,HIGH,Brute-Force|Compromised|Malicious
47.243.244.231,5,HIGH,Brute-Force|Exploit
47.245.94.7,5,HIGH,Botnet|Brute-Force
47.245.98.98,7,HIGH,Brute-Force|Malicious
47.245.127.117,6,HIGH,Brute-Force|Malicious
47.245.138.22,6,HIGH,Brute-Force|Compromised|Malicious
47.247.80.227,5,HIGH,Brute-Force|Spam
47.247.177.190,4,HIGH,Brute-Force
47.250.41.171,5,HIGH,Brute-Force|Malicious
47.250.80.158,9,HIGH,Brute-Force|Compromised|Malicious
47.250.81.7,8,HIGH,Brute-Force|Compromised|Malicious
47.250.95.54,6,HIGH,Botnet|Brute-Force|Malicious
47.250.117.173,3,HIGH,Brute-Force
47.250.136.218,8,HIGH,Botnet|Brute-Force|Compromised|Malicious
47.250.151.133,6,HIGH,Brute-Force|Malicious
47.250.152.186,3,HIGH,Brute-Force
47.250.155.157,3,HIGH,Brute-Force
47.250.155.223,3,HIGH,Brute-Force
47.251.12.114,7,HIGH,Brute-Force|Compromised|Malicious
47.251.34.92,6,HIGH,Brute-Force
47.251.38.188,4,HIGH,Brute-Force
47.251.52.175,7,HIGH,Brute-Force|Compromised|Malicious
47.251.65.177,5,HIGH,Brute-Force|Compromised|Spam
47.251.70.129,7,HIGH,Brute-Force|Compromised|Malicious
47.251.83.231,4,HIGH,Brute-Force
47.251.124.128,3,HIGH,Brute-Force
47.251.141.112,5,HIGH,Brute-Force
47.251.161.12,5,HIGH,Brute-Force|Spam
47.251.241.199,5,HIGH,Brute-Force
47.251.245.44,7,HIGH,Brute-Force|Compromised|Exploit|Malicious
47.252.39.247,7,HIGH,Brute-Force|Compromised|Malicious
47.252.46.218,9,HIGH,Brute-Force|Compromised|Malicious
47.252.81.253,5,HIGH,Brute-Force|Spam
47.252.118.185,4,HIGH,Brute-Force
47.252.127.96,5,HIGH,Brute-Force|Malicious
47.253.5.130,9,HIGH,Brute-Force|Malicious
47.253.82.89,5,HIGH,Brute-Force|Spam
47.253.117.29,5,HIGH,Brute-Force
47.253.122.34,5,HIGH,Brute-Force
47.253.148.6,3,HIGH,Brute-Force
47.253.199.245,5,HIGH,Brute-Force
47.254.80.201,4,HIGH,Brute-Force
47.254.192.95,5,HIGH,Brute-Force|Spam
47.254.193.156,3,HIGH,Brute-Force
47.254.247.87,4,HIGH,Brute-Force
48.211.211.38,5,HIGH,Brute-Force
48.214.53.180,4,HIGH,Botnet|Brute-Force
49.0.24.107,5,HIGH,Brute-Force
49.0.84.125,6,HIGH,Brute-Force|Malicious
49.0.85.146,6,HIGH,Brute-Force|Malicious
49.7.59.100,4,HIGH,Brute-Force
49.13.118.233,5,HIGH,Brute-Force|Malicious
49.36.41.149,4,HIGH,Brute-Force|Malicious
49.36.82.111,4,HIGH,Brute-Force|Malicious
49.36.136.15,5,HIGH,Brute-Force|Malicious
49.36.241.169,5,HIGH,Brute-Force|Exploit|Malicious
49.37.11.17,5,HIGH,Brute-Force|Malicious
49.37.75.26,4,HIGH,Brute-Force
49.37.113.236,5,HIGH,Brute-Force|Malicious
49.37.114.68,6,HIGH,Brute-Force|Exploit|Malicious
49.37.170.141,4,HIGH,Brute-Force
49.37.193.245,4,HIGH,Brute-Force
49.43.133.77,4,HIGH,Brute-Force
49.43.161.137,4,HIGH,Brute-Force
49.43.218.29,5,HIGH,Brute-Force|Malicious
49.43.234.91,4,HIGH,Brute-Force
49.43.241.11,6,HIGH,Brute-Force|Malicious
49.47.9.116,3,HIGH,Brute-Force
49.47.131.115,4,HIGH,Brute-Force
49.47.198.148,1,HIGH,Brute-Force
49.47.219.29,5,HIGH,Brute-Force|Malicious|Spam
49.48.205.160,6,HIGH,Brute-Force|Malicious|Spam
49.51.204.105,8,HIGH,Brute-Force|Malicious
49.64.85.138,6,HIGH,Brute-Force|Malicious
49.64.169.153,8,HIGH,Brute-Force|Malicious
49.64.242.249,7,HIGH,Brute-Force|Malicious
49.72.111.25,6,HIGH,Brute-Force|Malicious
49.72.212.22,8,HIGH,Brute-Force|Malicious
49.75.47.37,6,HIGH,Brute-Force|Malicious
49.75.185.71,8,HIGH,Brute-Force|Malicious
49.84.226.110,5,HIGH,Brute-Force
49.112.136.3,4,HIGH,Brute-Force
49.115.219.90,6,HIGH,Brute-Force|Malicious|Spam
49.116.25.62,6,HIGH,Brute-Force|Malicious
49.124.132.53,5,HIGH,Brute-Force|Spam
49.124.142.132,6,HIGH,Brute-Force|Malicious|Spam
49.124.142.136,5,HIGH,Brute-Force|Spam
49.124.145.56,4,HIGH,Brute-Force|Spam
49.124.145.57,5,HIGH,Brute-Force|Malicious|Spam
49.124.146.40,5,HIGH,Brute-Force|Spam
49.124.146.42,5,HIGH,Brute-Force|Malicious|Spam
49.124.146.45,5,HIGH,Brute-Force|Spam
49.124.146.46,6,HIGH,Brute-Force|Malicious|Spam
49.124.147.101,5,HIGH,Brute-Force|Spam
49.124.147.109,6,HIGH,Brute-Force|Malicious|Spam
49.124.147.252,6,HIGH,Brute-Force|Malicious|Spam
49.124.148.189,5,HIGH,Brute-Force|Spam
49.124.148.191,6,HIGH,Brute-Force|Malicious|Spam
49.124.148.195,6,HIGH,Brute-Force|Malicious|Spam
49.124.149.20,7,HIGH,Brute-Force|Malicious|Spam
49.124.149.48,4,HIGH,Brute-Force|Spam
49.124.149.49,5,HIGH,Brute-Force|Malicious|Spam
49.124.149.50,6,HIGH,Brute-Force|Malicious|Spam
49.124.149.53,6,HIGH,Brute-Force|Malicious|Spam
49.124.149.54,5,HIGH,Brute-Force|Malicious|Spam
49.124.149.55,5,HIGH,Brute-Force|Malicious|Spam
49.124.149.207,6,HIGH,Brute-Force|Malicious|Spam
49.124.149.208,6,HIGH,Brute-Force|Malicious|Spam
49.124.149.211,6,HIGH,Brute-Force|Malicious|Spam
49.124.149.214,6,HIGH,Brute-Force|Malicious|Spam
49.124.150.247,6,HIGH,Brute-Force|Malicious|Spam
49.124.150.248,5,HIGH,Brute-Force|Malicious|Spam
49.124.150.249,6,HIGH,Brute-Force|Malicious|Spam
49.124.150.252,7,HIGH,Brute-Force|Malicious|Spam
49.124.150.254,7,HIGH,Brute-Force|Malicious|Spam
49.124.151.2,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.4,5,HIGH,Brute-Force|Malicious|Spam
49.124.151.5,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.6,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.11,7,HIGH,Brute-Force|Malicious|Spam
49.124.151.12,5,HIGH,Brute-Force|Malicious|Spam
49.124.151.13,5,HIGH,Brute-Force|Malicious|Spam
49.124.151.15,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.16,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.18,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.20,6,HIGH,Brute-Force|Malicious|Spam
49.124.151.21,6,HIGH,Brute-Force|Malicious|Spam
